Day,Month,Year,Hour,Minute,AM/PM,FOCAL REFERENCE,OBSERVER 1,OBSERVER 2,WEATHER,TEMP,Focal ID,Sex,Age,ESTRUS,FOCAL PERIOD,amount prox scans,Focal Minute,Association,Proximity Code,number ,G.P.S. Location,,Notes,Duplicate?
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,1,0,SK,2,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,0,AU,2,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,0,BO,2,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,0,MT,2,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,0,MG,3,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,0,BL,3,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,0,AL,3,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,0,10,OS,,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,1,20,NE,2,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,KO,2,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,ZI,2,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,AM,2,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,RE,2,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,MY,3,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,AU,3,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,PO,3,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,TO,3,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,SK,3,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,MA,3,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,BM,3,,,,,
18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,,20,MT,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,1,0,KO,2,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,0,BL,2,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,0,MY,2,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,0,PO,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,0,SK,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,0,AM,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,0,AU,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,0,AL,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,0,MG,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,0,TO,4,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,1,10,BM,2,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,10,MA,2,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,10,KO,2,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,10,PO,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,10,RE,4,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,10,AM,4,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,1,20,SK,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,20,BM,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,20,TO,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,20,JA,3,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,20,PO,4,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,20,RE,4,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,20,MG,4,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,20,TI,4,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,20,MY,4,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,,20,BB,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,1,0,NE,2,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,0,SK,2,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,0,BL,2,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,0,BM,3,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,0,MY,3,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,0,ZI,3,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,0,RE,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,0,AM,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,1,10,BM,2,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,NE,2,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,AU,3,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,ZI,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,PO,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,AL,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,MG,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,RE,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,BL,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,TO,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,ED,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,10,MA,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,1,20,NE,2,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,20,TO,2,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,20,BM,2,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,20,AL,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,20,BO,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,20,BL,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,20,MA,4,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,,20,KO,4,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,1,0,AM,1,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,,0,ED,1,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,,0,KO,2,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,,0,AM,2,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,,0,JA,4,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,,0,AU,4,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,,0,TO,4,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,,0,PO,4,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,0,10,OS,,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,0,20,OS,,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,1,0,BO,2,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,0,JA,2,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,0,MT,3,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,1,10,NE,2,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,10,AL,3,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,10,TO,3,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,10,BL,4,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,10,SK,4,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,10,BM,4,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,10,AM,4,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,10,BB,4,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,1,20,BL,2,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,20,AL,3,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,20,NE,3,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,20,ZI,4,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,20,AM,4,,,,,
18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,,20,KO,4,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,1,0,AL,2,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,0,RE,3,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,0,TO,3,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,0,MG,3,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,0,MT,3,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,0,PO,4,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,0,BL,4,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,0,10,OS,,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,1,20,BM,1,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,20,ZI,2,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,20,KO,2,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,20,PO,2,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,20,TI,2,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,20,MG,2,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,20,AU,3,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,20,BL,3,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,20,AM,3,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,,20,TO,4,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,1,0,MG,2,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,,0,BL,2,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,,0,ED,2,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,1,10,PO,2,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,,10,AL,2,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,,10,AU,3,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,,10,ED,3,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,,10,JA,4,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,1,20,PO,2,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,,20,BO,2,,,,,
18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,,20,AL,3,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,1,0,PO,2,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,0,SK,2,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,0,NE,2,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,0,AM,3,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,0,ED,3,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,0,KO,4,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,0,JA,4,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,0,ZI,4,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,0,10,OS,,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,1,20,SK,2,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,20,MT,2,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,20,RE,3,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,20,KO,3,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,,20,AM,4,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,1,0,NE,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,0,MY,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,0,ED,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,0,RE,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,0,AM,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,0,BM,3,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,0,ZI,3,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,0,JA,3,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,1,10,NE,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,10,AM,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,10,BB,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,10,RE,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,10,MY,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,10,AL,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,10,KO,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,10,ED,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,10,BL,2,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,10,MA,4,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,,10,ZI,4,,,,,
19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,0,20,OS,,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,1,0,AL,1,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,0,NE,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,0,RE,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,0,BO,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,0,PO,3,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,0,BL,3,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,1,10,AL,1,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,10,BM,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,10,PO,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,10,AU,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,10,MT,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,10,BB,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,10,ED,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,10,BL,3,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,10,BO,4,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,1,20,BM,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,20,PO,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,20,AM,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,20,BL,2,,,,,
19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,,20,MY,3,,,,,
19,3,2016,9,13,AM,370601,AMANDA,PILIRANI,SU,W,BM,F,A,,2,1,0,AL,2,,,,,
19,3,2016,9,13,AM,370601,AMANDA,PILIRANI,SU,W,BM,F,A,,2,,0,AM,2,,,,,
19,3,2016,9,13,AM,370601,AMANDA,PILIRANI,SU,W,BM,F,A,,2,,0,BL,2,,,,,
19,3,2016,9,13,AM,370601,AMANDA,PILIRANI,SU,W,BM,F,A,,2,,0,PO,2,,,,,
19,3,2016,9,13,AM,370601,AMANDA,PILIRANI,SU,W,BM,F,A,,2,,0,MY,2,,,,,
19,3,2016,9,13,AM,370601,AMANDA,PILIRANI,SU,W,BM,F,A,,2,,0,BB,3,,,,,
19,3,2016,9,13,AM,370601,AMANDA,PILIRANI,SU,W,BM,F,A,,2,,0,NE,3,,,,,
19,3,2016,9,13,AM,370601,AMANDA,PILIRANI,SU,W,BM,F,A,,2,0,10,OS,,,,,,
19,3,2016,9,13,AM,370601,AMANDA,PILIRANI,SU,W,BM,F,A,,2,0,20,OS,,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,1,0,BL,2,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,0,TO,2,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,0,MA,2,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,0,KO,2,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,0,BB,2,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,0,MY,2,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,0,NE,2,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,0,AL,2,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,0,ED,3,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,1,10,BB,1,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,10,AL,2,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,10,AU,2,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,10,SK,3,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,10,BO,3,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,10,MG,3,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,,10,ZI,4,,,,,
19,3,2016,10,25,AM,370602,AMANDA,PILIRANI,SU,W,AM,F,A,,2,0,20,OS,,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,1,0,KO,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,0,NE,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,0,PO,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,0,RE,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,0,BO,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,0,AM,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,0,BB,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,0,SK,3,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,0,MT,3,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,0,MY,3,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,0,AU,3,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,1,10,AU,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,AL,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,BM,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,MA,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,KO,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,PO,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,NE,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,BO,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,MG,2,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,BL,3,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,SK,3,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,TO,3,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,ZI,3,,,,,
19,3,2016,15,31,PM,370605,AMANDA,PILIRANI,SU,W,ED,F,J,,4,,10,BB,3,,,,,
