Day,Month,Year,Hour,Minute,AM/PM,FOCAL REFERENCE,OBSERVER 1,OBSERVER 2,WEATHER,TEMP,Focal ID,Sex,Age,FOCAL PERIOD,amount,Focal Minute,Association,Proximity Code,number ,G.P.S. Location
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,0,BL,3,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,0,BO,3,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,0,NE,3,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,0,BA,4,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,0,BT,4,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,0,ZI,4,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,0,TI,4,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,0,AL,4,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,10,BM,3,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,10,AM,3,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,10,ED,3,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,10,BL,3,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,10,AL,4,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,10,BA,4,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,10,TI,4,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,20,BL,2,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,20,AL,2,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,20,BM,3,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,20,ED,3,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,20,KO,4,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,20,BT,4,,
1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,1,1,20,UK,4,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,0,NE,2,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,0,PO,2,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,0,ED,3,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,0,JA,3,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,0,BM,4,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,0,ZI,4,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,0,KO,4,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,0,BA,4,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,20,PO,2,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,20,BL,2,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,20,BT,3,,
1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,1,1,20,ZI,3,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,AU,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,MA,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,AL,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,NE,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,BO,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,TI,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,BA,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,PO,3,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,JA,3,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,BL,4,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,MG,4,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,0,ED,4,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,10,ED,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,10,NE,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,10,MA,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,10,TO,3,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,10,PO,3,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,10,TI,3,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,20,MA,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,20,ED,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,20,MG,2,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,20,AM,3,,
1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,1,1,20,PO,4,,
1,6,2015,1,32,PM,010105,NIKA,FLISS,SU,H,MG,M,SA,1,1,0,PO,4,,
1,6,2015,1,32,PM,010105,NIKA,FLISS,SU,H,MG,M,SA,1,1,0,BA,4,,
1,6,2015,1,32,PM,010105,NIKA,FLISS,SU,H,MG,M,SA,1,1,0,AL,4,,
1,6,2015,1,32,PM,010105,NIKA,FLISS,SU,H,MG,M,SA,1,1,0,JA,4,,
1,6,2015,1,32,PM,010105,NIKA,FLISS,SU,H,MG,M,SA,1,1,10,BO,4,,
1,6,2015,1,32,PM,010105,NIKA,FLISS,SU,H,MG,M,SA,1,1,10,AL,4,,
1,6,2015,1,32,PM,010105,NIKA,FLISS,SU,H,MG,M,SA,1,1,10,ZI,4,,
1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,1,1,0,MA,2,,
1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,1,1,0,BA,4,,
1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,1,1,10,NE,1,,
1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,1,1,10,AU,2,,
1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,1,1,10,MA,2,,
1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,1,1,20,ZI,4,,
2,6,2015,6,15,AM,010201,NIKA,JESSE,SU,C,ZI,M,A,1,1,0,BO,2,,
2,6,2015,6,15,AM,010201,NIKA,JESSE,SU,C,ZI,M,A,1,1,10,AL,2,,
2,6,2015,6,15,AM,010201,NIKA,JESSE,SU,C,ZI,M,A,1,1,10,UK,2,,
2,6,2015,6,15,AM,010201,NIKA,JESSE,SU,C,ZI,M,A,1,1,20,BO,2,,
2,6,2015,6,15,AM,010201,NIKA,JESSE,SU,C,ZI,M,A,1,1,20,TI,2,,
2,6,2015,6,15,AM,010201,NIKA,JESSE,SU,C,ZI,M,A,1,1,20,AU,4,,
2,6,2015,6,15,AM,010201,NIKA,JESSE,SU,C,ZI,M,A,1,1,20,AM,4,,
2,6,2015,6,15,AM,010201,NIKA,JESSE,SU,C,ZI,M,A,1,1,20,AL,4,,
2,6,2015,6,15,AM,010201,NIKA,JESSE,SU,C,ZI,M,A,1,1,20,TO,4,,
2,6,2015,6,15,AM,010201,NIKA,JESSE,SU,C,ZI,M,A,1,1,20,PO,4,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,0,MA,1,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,0,AM,2,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,0,AL,2,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,0,ED,2,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,0,PO,4,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,10,BA,2,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,10,ED,2,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,10,PO,4,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,10,ZI,4,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,10,MG,4,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,20,KO,1,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,20,AM,2,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,20,MA,2,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,20,ZI,3,,
2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,M,A,1,1,20,BT,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,0,ZI,2,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,0,BL,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,0,AM,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,0,MA,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,0,ED,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,10,ZI,2,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,10,KO,2,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,10,ED,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,10,AM,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,10,AL,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,20,BL,2,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,20,KO,2,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,20,AM,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,20,AL,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,20,KO,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,20,ED,3,,
2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,1,1,20,JA,3,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,0,MG,1,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,0,KO,2,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,0,ED,2,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,0,AU,2,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,0,ZI,3,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,0,JA,4,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,10,BL,1,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,10,ED,2,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,10,AU,2,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,10,NE,2,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,10,BT,4,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,20,AM,1,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,20,BO,2,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,20,MG,2,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,20,NE,2,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,20,JA,3,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,20,MA,3,,
2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,1,1,20,PO,4,,
2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,1,1,0,MA,2,,
2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,1,1,0,JA,3,,
2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,1,1,0,MG,3,,
2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,1,1,10,MA,2,,
2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,1,1,10,MG,3,,
2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,1,1,10,KO,4,,
2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,1,1,10,TO,4,,
2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,1,1,20,ZI,2,,
2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,1,1,20,BM,3,,
2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,1,1,20,BA,3,,
2,6,2015,1,39,PM,010206,NIKA,FLISS,SU,H,AU,F,A,1,1,0,JA,1,,
2,6,2015,1,39,PM,010206,NIKA,FLISS,SU,H,AU,F,A,1,1,0,PO,4,,
2,6,2015,1,39,PM,010206,NIKA,FLISS,SU,H,AU,F,A,1,1,10,JA,2,,
3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,1,1,0,AM,1,,
3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,1,1,0,AL,2,,
3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,1,1,0,BL,2,,
3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,1,1,0,PO,2,,
3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,1,1,0,MA,2,,
3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,1,1,0,ZI,4,,
3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,1,1,0,BM,1,,
3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,1,1,10,BA,2,,
3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,1,1,10,BM,2,,
3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,1,1,20,BM,1,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,0,AM,2,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,0,AU,2,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,0,PO,2,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,0,BL,3,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,0,ED,3,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,10,AL,2,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,10,KO,2,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,10,TI,2,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,10,TO,3,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,10,BL,3,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,10,PO,3,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,10,MA,3,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,10,ZI,4,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,20,PO,4,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,20,ZI,4,,
3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,A,1,1,20,AL,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,0,BL,2,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,0,AL,2,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,0,AU,2,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,0,MA,2,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,0,JA,2,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,0,ZI,3,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,0,BM,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,0,NE,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,0,PO,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,10,AL,2,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,10,BL,2,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,10,TO,2,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,10,KO,3,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,10,MA,3,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,10,AU,3,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,10,PO,3,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,10,JA,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,AU,3,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,NE,3,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,AL,3,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,TO,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,AL,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,PO,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,MG,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,JA,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,BO,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,ED,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,BM,4,,
3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,3,1,20,KO,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,0,JA,2,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,0,MA,3,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,0,KO,3,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,0,BM,3,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,0,NE,3,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,0,BL,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,0,AU,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,0,BO,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,0,ZI,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,0,AM,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,10,AL,2,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,10,NE,3,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,10,KO,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,10,MG,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,10,BO,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,10,BA,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,ED,2,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,NE,2,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,KO,2,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,MG,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,BA,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,BO,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,JA,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,ZI,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,BL,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,TI,4,,
3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,3,1,20,BO,4,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,0,BO,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,0,AL,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,0,BA,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,0,BM,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,0,PO,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,0,BL,3,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,0,AU,3,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,0,TI,4,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,0,MG,4,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,BA,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,BO,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,MG,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,AL,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,TO,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,BL,3,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,BM,3,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,AU,3,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,AM,4,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,NE,4,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,10,JA,4,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,20,MG,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,20,PO,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,20,AM,2,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,20,NE,3,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,20,BO,3,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,20,BA,4,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,20,TO,4,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,20,JA,4,,
3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,3,1,20,MA,4,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,0,TI,1,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,0,AM,2,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,0,ED,2,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,0,AU,2,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,0,ZI,4,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,0,PO,4,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,10,TI,1,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,10,AM,2,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,10,ED,2,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,10,AU,2,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,10,ZI,4,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,10,PO,4,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,20,TI,2,,
4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,1,1,20,AU,2,,
